title,date,display date,photo url,caption,body,read more url
Iraq holds elections,1/30/2005,Jan. 30,http://a.scpr.org/i/506d4326e02ded6994cc1870ec3ac2ba/56618-wide.jpg,An Iraqi election officials fills in a registration receipt at the registration/polling station during the country's first multi-party election in over 50 years. JIM WATSON/AFP/Getty Images,Iraqis participate in their country's first multi-party elections in more than 50 years. ,http://news.bbc.co.uk/2/hi/middle_east/4033263.stm
"Hussein charged and tried for war crimes
",10/19/2005,Oct. 19,http://a.scpr.org/i/506d4326e02ded6994cc1870ec3ac2ba/56625-wide.jpg,"Saddam Hussein is charged with war crimes and will be in court. AFP/AFP/Getty Images

","A spe­cial Ir­aqi tribunal begins a trial against the deposed Iraqi leader, Sadaam Hussein, for his alleged involvement in the killing of 150 Shiite villagers in Dujayl in 1982. The trial is televised in Iraq. ",http://news.bbc.co.uk/2/hi/middle_east/4507568.stm
Hussein convicted,11/5/2006,Nov. 5,http://a.scpr.org/i/506d4326e02ded6994cc1870ec3ac2ba/56624-wide.jpg,"Former Iraqi President Saddam Hussein speaks at his hearing, where he was convicted for crimes against humanity during a special Iraqi tribunal. AFP/AFP/Getty Images","The Iraqi High Tribunal finds Hus­sein guilty of crimes against hu­man­ity and is sen­tenced to death by hanging.
",http://news.bbc.co.uk/2/hi/middle_east/4507568.stm
Hussein executed,12/30/2006,Dec. 30,http://a.scpr.org/i/7dbce8c442df336d5e587e58584abbab/22547-wide.jpg,"Iraq's national television station, Al-Iraqia, airs the moments leading up to the execution of the former Iraqi dictator.  Al-iraqia/Getty Images","Sad­dam Hus­sein is hanged in Baghdad.
",http://news.bbc.co.uk/2/hi/6218485.stm
Troop surge,1/10/2007,Jan. 10,http://a.scpr.org/i/506d4326e02ded6994cc1870ec3ac2ba/56623-wide.jpg,Iraqi soldiers arrive in the city of Tikrit. TAUSEEF MUSTAFA/AFP/Getty Images,"Pres­id­ent George W. Bush an­nounces a surge of 20,000 more American combat troops as part of the effort to curb sectarian violence.
",http://news.bbc.co.uk/2/hi/6757329.stm
"Tours extended
",4/11/2007,April 11,http://a.scpr.org/i/506d4326e02ded6994cc1870ec3ac2ba/56642-wide.jpg,"Secretary of Defense Robert Gates, left, and Chairman of the Joint Chiefs of Staff Peter Pace, right, answer questions about the surge strategy. Jamie Rose/Stringer",Tours for combat troops are extended for another 12 to 15 months.,http://news.bbc.co.uk/2/hi/americas/6546925.stm
U.S. and Iraq agree on withdrawal deadline,12/4/2008,Dec. 4,http://a.scpr.org/i/506d4326e02ded6994cc1870ec3ac2ba/56645-wide.jpg,"Iraqi Parliament members from the Muqtada al-Sadr block, sit in a tent outside to protest the withdrawal agreement between the U.S. and Iraq. AFP/Getty Images","Ir­aq’s three-mem­ber Pres­id­ency Coun­cil ratifies the U.S.-Iraq Status of Forces Agreement, setting deadlines for the withdrawal of foreign combat troops from the country. The agreement mandated that most U.S. soldiers leave by June 30, 2009 and all U.S. forces exit the country entirely by Dec. 31, 2011.",http://news.bbc.co.uk/2/hi/7731971.stm
U.S. starts transitioning military power to Iraqis,1/1/2009,Jan. 1,http://a.scpr.org/i/bdfa681551e5565a2fc5397837bb7ffc/56707-wide.jpg,Iraqi soldiers block the area where two suicide bombs blew themselves up. SABAH ARAR/AFP/Getty Images,"Iraqi troops gain military control of the Green Zone, signalling the first step of the transition of power and America's withdrawal from the country.",http://news.bbc.co.uk/2/hi/middle_east/7811088.stm
Obama declares the Iraq war over,8/31/2010,Aug. 31,http://a.scpr.org/i/0d578f37d2e841d7b148894e500690fa/26935-wide.jpg,Obama announced that all U.S. troops will leave Iraq by the end of the year. Win McNamee/Getty Images,"President Barack Obama declares the war over, saying that the country needs to focus on its own problems.",http://news.bbc.co.uk/today/hi/today/newsid_8959000/8959160.stm
Combat officially ends in Iraq,12/17/2011,Dec. 17,http://a.scpr.org/i/6c3825fd5217d4e8c27f401db6326f79/28745-wide.jpg,"U.S. Army Lieutenant Col. Scott Hammond from Millersburg, Ohio and other soldiers bow their heads in prayer as they attend one of their last Sunday church services. Joe Raedle/Getty Images","The war officially ends as the last American fighting forces leave Iraq, eight years after the first troops arrived in the country.",http://www.bbc.co.uk/news/world-middle-east-16234723
