CountyFIPS,CountyName,AssessmentYear,TaxYear,CensusTract,TractNum,EffectiveTaxRate,TotalTaxesPaid,TaxesPaidPerHouse,WhatTheyWouldPayPerHouse,TotalPropertyTaxSavings,TaxSavingsPerHouse,AvgAssessedValue,AvgMarketValue,HosuingUnits
37,Los Angeles County,2017,2017,6037120105,120105,1.30%,1796617,3488.58,4564.20,553944,1076,272500,456400,515
37,Los Angeles County,2017,2017,6037120106,120106,1.30%,365105,3017.39,4978.72,237320,1961,235700,497900,121
37,Los Angeles County,2017,2017,6037120107,120107,1.30%,377891,2553.32,4175.78,240124,1622,197900,417600,148
37,Los Angeles County,2017,2017,6037120108,120108,1.30%,1173029,2136.67,2871.85,403616,735,166900,287200,549
37,Los Angeles County,2017,2017,6037120300,120300,1.30%,4321312,3429.61,4480.29,1323858,1051,267900,448000,1260
37,Los Angeles County,2017,2017,6037120400,120400,1.30%,2666723,3044.20,4386.88,1176183,1343,237800,438700,876
37,Los Angeles County,2017,2017,6037121010,121010,1.30%,3757616,3476.06,4908.34,1548295,1432,273700,490800,1081
37,Los Angeles County,2017,2017,6037121020,121020,1.30%,2803762,3631.82,5034.00,1082488,1402,288200,503400,772
37,Los Angeles County,2017,2017,6037121101,121101,1.30%,1050818,2118.59,4594.15,1227879,2476,166800,459400,496
37,Los Angeles County,2017,2017,6037121102,121102,1.30%,2773789,3602.32,5327.06,1328045,1725,283600,532700,770
37,Los Angeles County,2017,2017,6037121210,121210,1.30%,2304430,3518.21,4551.73,676955,1034,274900,455200,655
37,Los Angeles County,2017,2017,6037121221,121221,1.30%,1430065,3062.24,4456.82,651269,1395,239200,445700,467
37,Los Angeles County,2017,2017,6037121222,121222,1.30%,1839012,3075.27,4570.22,893981,1495,240300,457000,598
37,Los Angeles County,2017,2017,6037121600,121600,1.30%,3014301,3684.96,5514.67,1496695,1830,290200,551500,818
37,Los Angeles County,2017,2017,6037121801,121801,1.30%,1534160,2978.95,4591.10,830258,1612,234600,459100,515
37,Los Angeles County,2017,2017,6037121802,121802,1.30%,2297624,3263.67,4744.47,1042481,1481,259000,474400,704
37,Los Angeles County,2017,2017,6037121900,121900,1.30%,2943742,3300.16,4799.68,1337577,1500,259900,480000,892
37,Los Angeles County,2017,2017,6037122000,122000,1.30%,5384293,3813.24,5388.52,2224291,1575,300300,538900,1412
37,Los Angeles County,2017,2017,6037122120,122120,1.30%,2330170,3111.04,4795.26,1261480,1684,243100,479500,749
37,Los Angeles County,2017,2017,6037122121,122121,1.30%,1257584,3089.89,4861.29,720960,1771,239500,486100,407
37,Los Angeles County,2017,2017,6037122122,122122,1.30%,654760,2629.56,4414.40,444426,1785,200700,441400,249
37,Los Angeles County,2017,2017,6037122200,122200,1.30%,2729521,3056.57,4837.32,1590205,1781,240700,483700,893
37,Los Angeles County,2017,2017,6037122410,122410,1.30%,745017,3197.50,5393.58,511687,2196,253800,539400,233
37,Los Angeles County,2017,2017,6037122420,122420,1.30%,2062703,3348.54,4953.00,988348,1604,265800,495300,616
37,Los Angeles County,2017,2017,6037123010,123010,1.30%,1906362,3550.02,4652.23,591884,1102,275200,465200,537
37,Los Angeles County,2017,2017,6037123020,123020,1.30%,2348734,3123.32,4791.06,1254143,1668,245900,479100,752
37,Los Angeles County,2017,2017,6037123103,123103,1.30%,2562485,3448.84,4540.80,811328,1092,275900,454100,743
37,Los Angeles County,2017,2017,6037123104,123104,1.30%,2399316,3674.30,5971.25,1499907,2297,291600,597100,653
37,Los Angeles County,2017,2017,6037123203,123203,1.30%,1251638,3168.70,5313.10,847038,2144,249500,531300,395
37,Los Angeles County,2017,2017,6037123204,123204,1.30%,1441795,3678.05,5146.98,575820,1469,291900,514700,392
37,Los Angeles County,2017,2017,6037123205,123205,1.30%,1713756,3976.23,5658.93,725244,1683,313100,565900,431
37,Los Angeles County,2017,2017,6037123206,123206,1.30%,1388572,2457.65,4977.76,1423860,2520,193500,497800,565
37,Los Angeles County,2017,2017,6037123301,123301,1.30%,3027173,3432.17,4811.06,1216181,1379,272400,481100,882
37,Los Angeles County,2017,2017,6037123303,123303,1.30%,1853767,3707.53,5507.46,899964,1800,294200,550700,500
37,Los Angeles County,2017,2017,6037123304,123304,1.30%,1839189,3831.64,5627.22,861877,1796,304100,562700,480
37,Los Angeles County,2017,2017,6037123410,123410,1.30%,1984460,3914.12,5657.72,884002,1744,310600,565800,507
37,Los Angeles County,2017,2017,6037123420,123420,1.30%,2437403,4028.77,5674.87,995892,1646,319700,567500,605
37,Los Angeles County,2017,2017,6037123510,123510,1.30%,3549927,4689.47,6306.18,1223851,1617,372200,630600,757
37,Los Angeles County,2017,2017,6037123520,123520,1.30%,1727644,4027.14,5825.75,771602,1799,319600,582600,429
37,Los Angeles County,2017,2017,6037123601,123601,1.30%,3420637,3526.43,7161.15,3525674,3635,279900,716100,970
37,Los Angeles County,2017,2017,6037123602,123602,1.30%,4147503,5203.89,7320.25,1686734,2116,416300,732000,797
37,Los Angeles County,2017,2017,6037123700,123700,1.30%,4329295,3960.93,6058.53,2292680,2098,316900,605900,1093
37,Los Angeles County,2017,2017,6037123800,123800,1.30%,4540378,4903.22,7497.86,2402637,2595,392300,749800,926
37,Los Angeles County,2017,2017,6037123901,123901,1.30%,2784058,3877.52,6000.72,1524456,2123,307700,600100,718
37,Los Angeles County,2017,2017,6037123902,123902,1.30%,2260440,4632.05,7028.87,1169648,2397,370600,702900,488
37,Los Angeles County,2017,2017,6037124000,124000,1.20%,8818952,6586.22,10393.69,5098204,3807,531100,1039400,1339
37,Los Angeles County,2017,2017,6037124102,124102,1.30%,2907024,4479.24,6714.53,1450709,2235,358300,671500,649
37,Los Angeles County,2017,2017,6037124103,124103,1.30%,1356215,3587.87,5188.10,604886,1600,284800,518800,378
37,Los Angeles County,2017,2017,6037124104,124104,1.30%,1016059,3763.18,5710.09,525664,1947,291700,571000,270
37,Los Angeles County,2017,2017,6037124105,124105,1.30%,1036656,3612.04,5342.01,496502,1730,286700,534200,287
37,Los Angeles County,2017,2017,6037124201,124201,1.30%,3138588,3578.78,5614.04,1784925,2035,284000,561400,877
37,Los Angeles County,2017,2017,6037124203,124203,1.30%,1953704,3757.12,5949.37,1139968,2192,298200,594900,520
37,Los Angeles County,2017,2017,6037124204,124204,1.30%,1688390,3662.45,6198.74,1169229,2536,290700,619900,461
37,Los Angeles County,2017,2017,6037124300,124300,1.30%,3591341,3981.53,6168.08,1972269,2187,316000,616800,902
37,Los Angeles County,2017,2017,6037124400,124400,1.30%,4661215,4922.09,8232.88,3135323,3311,393800,823300,947
37,Los Angeles County,2017,2017,6037124500,124500,1.20%,5085694,5766.09,8509.61,2419782,2744,465000,851000,882
37,Los Angeles County,2017,2017,6037124600,124600,1.20%,5230479,6074.89,9117.94,2620064,3043,489900,911800,861
37,Los Angeles County,2017,2017,6037124700,124700,1.20%,7143072,5854.98,9750.66,4752734,3896,472200,975100,1220
37,Los Angeles County,2017,2017,6037124902,124902,1.20%,790935,4056.08,6808.05,536635,2752,327100,680800,195
37,Los Angeles County,2017,2017,6037124903,124903,1.20%,1779522,4670.66,5050.52,144727,380,379700,505100,381
37,Los Angeles County,2017,2017,6037125100,125100,1.20%,6725719,5694.94,9099.60,4020911,3405,459300,910000,1181
37,Los Angeles County,2017,2017,6037125200,125200,1.20%,5649916,5169.18,8966.77,4150765,3798,416900,896700,1093
37,Los Angeles County,2017,2017,6037125310,125310,1.20%,2939489,4543.26,6964.96,1566838,2422,366400,696500,647
37,Los Angeles County,2017,2017,6037125320,125320,1.20%,1323613,4162.31,5719.55,495203,1557,335700,572000,318
37,Los Angeles County,2017,2017,6037125401,125401,1.20%,1421832,3345.49,4023.36,288096,678,272000,402300,425
37,Los Angeles County,2017,2017,6037125402,125402,1.20%,3570668,4786.42,6524.29,1296450,1738,386000,652400,746
37,Los Angeles County,2017,2017,6037125501,125501,1.20%,2745793,4607.03,8144.87,2108552,3538,371500,814500,596
37,Los Angeles County,2017,2017,6037125502,125502,1.20%,3435498,4642.57,6810.44,1604227,2168,374400,681000,740
37,Los Angeles County,2017,2017,6037125600,125600,1.20%,5159546,6888.58,10303.03,2557421,3414,560000,1030300,749
37,Los Angeles County,2017,2017,6037127102,127102,1.30%,1856891,3269.17,3947.96,385553,679,259500,394800,568
37,Los Angeles County,2017,2017,6037127103,127103,1.30%,1008143,3170.26,3530.99,114712,361,253600,353100,318
37,Los Angeles County,2017,2017,6037127104,127104,1.30%,1695495,3292.22,5353.56,1061586,2061,261300,535400,515
37,Los Angeles County,2017,2017,6037127210,127210,1.30%,2588192,3488.13,4667.56,875141,1179,276800,466800,742
37,Los Angeles County,2017,2017,6037127220,127220,1.30%,1487202,3663.06,4804.11,463267,1141,290700,480400,406
37,Los Angeles County,2017,2017,6037127300,127300,1.30%,2123738,3127.74,5003.45,1273606,1876,248200,500300,679
37,Los Angeles County,2017,2017,6037127400,127400,1.30%,2474769,3677.22,4855.21,792787,1178,291800,485500,673
37,Los Angeles County,2017,2017,6037127603,127603,1.30%,1057048,3583.21,5464.13,554871,1881,282100,546400,295
37,Los Angeles County,2017,2017,6037127604,127604,1.30%,879517,3257.47,5554.24,620127,2297,258500,555400,270
37,Los Angeles County,2017,2017,6037127605,127605,1.30%,1009581,3853.36,5533.83,440282,1680,305800,553400,262
37,Los Angeles County,2017,2017,6037127606,127606,1.30%,2268619,3980.03,5516.96,876047,1537,315900,551700,570
37,Los Angeles County,2017,2017,6037127711,127711,1.30%,2658558,4583.72,6416.03,1062738,1832,366700,641600,580
37,Los Angeles County,2017,2017,6037127712,127712,1.30%,1746140,4311.46,6056.82,706874,1745,342200,605700,405
37,Los Angeles County,2017,2017,6037127803,127803,1.30%,2044424,3555.52,5321.70,1015552,1766,282200,532200,575
37,Los Angeles County,2017,2017,6037127804,127804,1.30%,2121006,3721.06,5338.85,922141,1618,295300,533900,570
37,Los Angeles County,2017,2017,6037127805,127805,1.30%,1602594,3957.02,5683.99,699420,1727,314000,568400,405
37,Los Angeles County,2017,2017,6037127806,127806,1.30%,1712916,3675.79,5549.69,873241,1874,291700,555000,466
37,Los Angeles County,2017,2017,6037127910,127910,1.30%,1351168,3701.83,5221.49,554677,1520,291500,522100,365
37,Los Angeles County,2017,2017,6037127920,127920,1.30%,2853706,3909.19,5549.98,1197782,1641,312700,555000,730
37,Los Angeles County,2017,2017,6037128101,128101,1.30%,2819221,4152.02,5942.71,1215880,1791,332200,594300,679
37,Los Angeles County,2017,2017,6037128102,128102,1.30%,2056132,3665.12,5528.40,1045301,1863,290900,552800,561
37,Los Angeles County,2017,2017,6037128210,128210,1.30%,1049232,3760.69,5382.78,452564,1622,298500,538300,279
37,Los Angeles County,2017,2017,6037128220,128220,1.30%,2329966,4371.42,6824.50,1307490,2453,349700,682400,533
37,Los Angeles County,2017,2017,6037128302,128302,1.30%,1578211,3052.63,5706.98,1372296,2654,238500,570700,517
37,Los Angeles County,2017,2017,6037128303,128303,1.30%,610302,2294.37,3364.79,284733,1070,180700,336500,266
37,Los Angeles County,2017,2017,6037128400,128400,1.20%,4894394,4639.24,7560.31,3081733,2921,374100,756000,1055
37,Los Angeles County,2017,2017,6037128500,128500,1.20%,5592488,4927.30,7215.94,2597606,2289,397400,721600,1135
37,Los Angeles County,2017,2017,6037128601,128601,1.30%,2947624,4507.07,6974.00,1613372,2467,360600,697400,654
37,Los Angeles County,2017,2017,6037128602,128602,1.20%,5869296,6063.32,8396.35,2258371,2333,489000,839600,968
37,Los Angeles County,2017,2017,6037128702,128702,1.20%,5934277,4932.90,8404.35,4176157,3471,397800,840400,1203
37,Los Angeles County,2017,2017,6037128801,128801,1.20%,2624438,4323.62,5681.70,824355,1358,348700,568200,607
37,Los Angeles County,2017,2017,6037128802,128802,1.20%,4668769,4988.00,7740.28,2576134,2752,402300,774000,936
37,Los Angeles County,2017,2017,6037128910,128910,1.20%,7122397,6092.73,8495.11,2808383,2402,495300,849500,1169
37,Los Angeles County,2017,2017,6037131010,131010,1.30%,2035980,3642.18,5206.44,874418,1564,289100,520600,559
37,Los Angeles County,2017,2017,6037131020,131020,1.30%,4482838,3644.58,4933.08,1584856,1289,289300,493300,1230
37,Los Angeles County,2017,2017,6037131100,131100,1.30%,3955426,3843.95,5429.50,1631527,1586,305100,542900,1029
37,Los Angeles County,2017,2017,6037131200,131200,1.30%,4205854,3816.56,5297.85,1632378,1481,305300,529800,1102
37,Los Angeles County,2017,2017,6037131300,131300,1.30%,4252845,3604.11,4958.25,1597894,1354,286000,495800,1180
37,Los Angeles County,2017,2017,6037131400,131400,1.30%,4467891,3680.31,4749.60,1298126,1069,292100,475000,1214
37,Los Angeles County,2017,2017,6037131600,131600,1.30%,5733665,3927.17,5246.88,1926783,1320,309200,524700,1460
37,Los Angeles County,2017,2017,6037131701,131701,1.30%,3512580,3573.33,4215.98,631730,643,283600,421600,983
37,Los Angeles County,2017,2017,6037131702,131702,1.30%,2700489,3136.46,4828.66,1456985,1692,248900,482900,861
37,Los Angeles County,2017,2017,6037131800,131800,1.30%,3390436,3775.54,5013.95,1112091,1238,295000,501400,898
37,Los Angeles County,2017,2017,6037131900,131900,1.30%,5275919,3747.10,5069.14,1861424,1322,297400,506900,1408
37,Los Angeles County,2017,2017,6037132001,132001,1.30%,3494786,4130.95,5813.56,1423483,1683,325300,581400,846
37,Los Angeles County,2017,2017,6037132002,132002,1.30%,3879545,4032.79,5845.83,1744148,1813,317500,584600,962
37,Los Angeles County,2017,2017,6037132101,132101,1.30%,3331673,4009.23,5832.56,1515182,1823,318200,583300,831
37,Los Angeles County,2017,2017,6037132102,132102,1.30%,4443091,3765.33,5426.22,1959850,1661,301200,542600,1180
37,Los Angeles County,2017,2017,6037132300,132300,1.30%,3571828,3304.19,4863.10,1685178,1559,258100,486300,1081
37,Los Angeles County,2017,2017,6037132501,132501,1.30%,2486702,3603.92,4767.50,802876,1164,286000,476800,690
37,Los Angeles County,2017,2017,6037132502,132502,1.30%,2345079,2935.02,3818.39,705818,883,232900,381800,799
37,Los Angeles County,2017,2017,6037132700,132700,1.30%,3623526,3724.08,5259.49,1493957,1535,295600,525900,973
37,Los Angeles County,2017,2017,6037132900,132900,1.30%,5257186,4796.70,6826.96,2225160,2030,383700,682700,1096
37,Los Angeles County,2017,2017,6037133000,133000,1.30%,3780129,3267.18,4714.08,1674056,1447,261400,471400,1157
37,Los Angeles County,2017,2017,6037133100,133100,1.30%,4110354,3709.71,6071.94,2617359,2362,292100,607200,1108
37,Los Angeles County,2017,2017,6037134001,134001,1.30%,1801811,3374.18,4577.48,642562,1203,263600,457700,534
37,Los Angeles County,2017,2017,6037134002,134002,1.30%,2339324,3779.20,5199.67,879274,1420,299900,520000,619
37,Los Angeles County,2017,2017,6037134101,134101,1.30%,5131407,4481.58,5662.45,1352095,1181,355700,566200,1145
37,Los Angeles County,2017,2017,6037134103,134103,1.30%,2870700,3522.33,5339.08,1480650,1817,277300,533900,815
37,Los Angeles County,2017,2017,6037134104,134104,1.30%,3628038,3969.41,5949.37,1809685,1980,315000,594900,914
37,Los Angeles County,2017,2017,6037134201,134201,1.30%,4420967,4135.61,5277.11,1220259,1141,325600,527700,1069
37,Los Angeles County,2017,2017,6037134302,134302,1.30%,5064036,4167.93,5853.70,2048214,1686,328200,585400,1215
37,Los Angeles County,2017,2017,6037134303,134303,1.30%,5336351,3520.02,4888.69,2074897,1369,277200,488900,1516
37,Los Angeles County,2017,2017,6037134304,134304,1.30%,2973087,4095.16,5398.06,945901,1303,322500,539800,726
37,Los Angeles County,2017,2017,6037134305,134305,1.30%,75182,2349.44,3466.75,35754,1117,183500,346700,32
37,Los Angeles County,2017,2017,6037134306,134306,1.30%,1522188,2978.84,4386.14,719132,1407,236400,438600,511
37,Los Angeles County,2017,2017,6037134421,134421,1.30%,8619278,6485.54,7640.10,1534415,1155,510700,764000,1329
37,Los Angeles County,2017,2017,6037134422,134422,1.30%,8045653,4957.27,6601.93,2669283,1645,390300,660200,1623
37,Los Angeles County,2017,2017,6037134423,134423,1.30%,6021704,5051.76,7144.86,2494971,2093,397800,714500,1192
37,Los Angeles County,2017,2017,6037134520,134520,1.30%,1168545,2365.48,3376.27,499330,1011,186300,337600,494
37,Los Angeles County,2017,2017,6037134521,134521,1.30%,755804,3136.12,4525.60,334866,1389,245000,452600,241
37,Los Angeles County,2017,2017,6037134522,134522,1.30%,1184038,3059.53,4348.55,498852,1289,240900,434900,387
37,Los Angeles County,2017,2017,6037134710,134710,1.30%,1722310,3507.76,5269.27,864902,1762,278400,526900,491
37,Los Angeles County,2017,2017,6037134720,134720,1.30%,2967411,3018.73,4680.99,1634007,1662,239600,468100,983
37,Los Angeles County,2017,2017,6037134800,134800,1.30%,6423115,3664.07,5077.77,2478220,1414,290800,507800,1753
37,Los Angeles County,2017,2017,6037134901,134901,1.30%,3705272,4126.14,6244.76,1902518,2119,324900,624500,898
37,Los Angeles County,2017,2017,6037134904,134904,1.30%,3392163,3908.02,5348.33,1250191,1440,310200,534800,868
37,Los Angeles County,2017,2017,6037134905,134905,1.20%,1546927,4974.04,6394.28,441694,1420,404400,639400,311
37,Los Angeles County,2017,2017,6037135102,135102,1.30%,6001102,4863.13,6549.59,2081089,1686,382900,655000,1234
37,Los Angeles County,2017,2017,6037135111,135111,1.30%,3913821,4372.98,5893.22,1360613,1520,344300,589300,895
37,Los Angeles County,2017,2017,6037135114,135114,1.20%,1784558,3805.03,4947.56,535847,1143,306900,494800,469
37,Los Angeles County,2017,2017,6037135201,135201,1.30%,4028543,4967.38,6430.38,1186493,1463,391100,643000,811
37,Los Angeles County,2017,2017,6037135202,135202,1.30%,6659274,4539.38,6412.29,2747562,1873,357400,641200,1467
37,Los Angeles County,2017,2017,6037135203,135203,1.30%,12374383,4898.81,6846.18,4919058,1947,388800,684600,2526
37,Los Angeles County,2017,2017,6037137000,137000,1.30%,10118077,5987.03,8656.16,4510835,2669,475200,865600,1690
37,Los Angeles County,2017,2017,6037137103,137103,1.20%,5437384,3850.84,4563.86,1006783,713,313100,456400,1412
37,Los Angeles County,2017,2017,6037137104,137104,1.30%,5981140,5729.06,7237.71,1575029,1509,451100,723800,1044
37,Los Angeles County,2017,2017,6037137201,137201,1.30%,6052963,4613.54,7074.20,3228394,2461,369100,707400,1312
37,Los Angeles County,2017,2017,6037137301,137301,1.30%,5260377,7070.40,8994.92,1431842,1925,561100,899500,744
37,Los Angeles County,2017,2017,6037137302,137302,1.30%,10715404,6701.32,8668.80,3146011,1967,531900,866900,1599
37,Los Angeles County,2017,2017,6037137401,137401,1.30%,9391221,6035.49,7536.84,2336102,1501,482800,753700,1556
37,Los Angeles County,2017,2017,6037137402,137402,1.30%,10675884,6573.82,8502.80,3132657,1929,517600,850300,1624
37,Los Angeles County,2017,2017,6037137502,137502,1.30%,9142648,5871.96,7403.43,2384494,1531,469800,740300,1557
37,Los Angeles County,2017,2017,6037138000,138000,1.30%,11545608,6589.96,8239.16,2889396,1649,527200,823900,1752
37,Los Angeles County,2017,2017,6037139001,139001,1.30%,5693096,4437.33,6959.43,3235853,2522,352200,695900,1283
37,Los Angeles County,2017,2017,6037139200,139200,1.30%,5970713,4258.71,5964.36,2391320,1706,340700,596400,1402
37,Los Angeles County,2017,2017,6037139301,139301,1.30%,9499583,6196.73,7891.39,2597916,1695,495700,789100,1533
37,Los Angeles County,2017,2017,6037139302,139302,1.30%,986861,2485.80,2690.50,81267,205,198900,269000,397
37,Los Angeles County,2017,2017,6037139303,139303,1.20%,1966728,3016.45,3817.28,522141,801,243300,381700,652
37,Los Angeles County,2017,2017,6037139401,139401,1.20%,2498961,5731.56,7867.45,931249,2136,466000,786700,436
37,Los Angeles County,2017,2017,6037139502,139502,1.20%,5559415,5581.74,7785.89,2195328,2204,450100,778600,996
37,Los Angeles County,2017,2017,6037139503,139503,1.20%,2945002,3036.09,3750.17,692660,714,244800,375000,970
37,Los Angeles County,2017,2017,6037139504,139504,1.30%,2093694,3628.59,4345.32,413555,717,290300,434500,577
37,Los Angeles County,2017,2017,6037141101,141101,1.20%,5031964,5324.83,8075.72,2599592,2751,432900,807600,945
37,Los Angeles County,2017,2017,6037141201,141201,1.20%,2132610,4596.14,7945.22,1553970,3349,373700,794500,464
37,Los Angeles County,2017,2017,6037141202,141202,1.20%,4252533,6804.05,10239.73,2147299,3436,553200,1024000,625
37,Los Angeles County,2017,2017,6037141302,141302,1.20%,6277411,5560.15,8171.55,2948274,2611,452000,817200,1129
37,Los Angeles County,2017,2017,6037141303,141303,1.20%,1551882,3651.49,4855.90,511875,1204,294500,485600,425
37,Los Angeles County,2017,2017,6037141304,141304,1.20%,4185924,6049.02,9115.32,2121877,3066,491800,911500,692
37,Los Angeles County,2017,2017,6037143100,143100,1.20%,9922289,7027.12,10031.96,4242842,3005,571300,1003200,1412
37,Los Angeles County,2017,2017,6037143200,143200,1.20%,4057310,5103.53,8269.72,2517119,3166,411600,827000,795
37,Los Angeles County,2017,2017,6037143300,143300,1.20%,9854857,6261.03,10502.15,6675522,4241,509000,1050200,1574
37,Los Angeles County,2017,2017,6037143400,143400,1.20%,8825586,6281.56,11180.19,6882584,4899,510700,1118000,1405
37,Los Angeles County,2017,2017,6037143603,143603,1.20%,2515123,5218.10,8248.08,1460452,3030,420800,824800,482
37,Los Angeles County,2017,2017,6037143604,143604,1.20%,468721,4506.93,7759.99,338318,3253,366400,776000,104
37,Los Angeles County,2017,2017,6037181000,181000,1.30%,10255258,4942.29,9310.22,9063448,4368,395400,931000,2075
37,Los Angeles County,2017,2017,6037181300,181300,1.30%,6027516,4583.66,8520.65,5177143,3937,363800,852100,1315
37,Los Angeles County,2017,2017,6037181400,181400,1.30%,2942048,3714.71,7539.84,3029504,3825,297200,754000,792
37,Los Angeles County,2017,2017,6037181500,181500,1.30%,4857460,3809.77,7716.02,4980461,3906,304800,771600,1275
37,Los Angeles County,2017,2017,6037181600,181600,1.30%,3534464,4034.78,7946.07,3426297,3911,322800,794600,876
37,Los Angeles County,2017,2017,6037183101,183101,1.30%,3882134,3526.01,7323.74,4181309,3798,279800,732400,1101
37,Los Angeles County,2017,2017,6037183103,183103,1.30%,2167913,3105.89,7676.79,3190485,4571,244600,767700,698
37,Los Angeles County,2017,2017,6037183104,183104,1.30%,2237268,3585.36,8793.30,3249754,5208,282300,879300,624
37,Los Angeles County,2017,2017,6037183220,183220,1.30%,3044160,3204.38,7060.05,3662892,3856,254300,706000,950
37,Los Angeles County,2017,2017,6037183221,183221,1.30%,2839220,4027.26,7178.18,2221400,3151,322200,717800,705
37,Los Angeles County,2017,2017,6037183222,183222,1.30%,4000424,3992.44,7795.72,3810884,3803,316900,779600,1002
37,Los Angeles County,2017,2017,6037183300,183300,1.30%,2995009,3251.91,7187.42,3624602,3936,258100,718700,921
37,Los Angeles County,2017,2017,6037183401,183401,1.30%,2283726,3413.64,7336.14,2624151,3922,270900,733600,669
37,Los Angeles County,2017,2017,6037183402,183402,1.30%,2696565,3830.35,7522.91,2599563,3693,306400,752300,704
37,Los Angeles County,2017,2017,6037183510,183510,1.30%,2226590,3025.26,7052.01,2963692,4027,240100,705200,736
37,Los Angeles County,2017,2017,6037183520,183520,1.30%,2264078,3754.69,7648.89,2348200,3894,298000,764900,603
37,Los Angeles County,2017,2017,6037183610,183610,1.30%,1794500,3250.91,7044.16,2093874,3793,256000,704400,552
37,Los Angeles County,2017,2017,6037183620,183620,1.30%,2865125,3871.79,7183.11,2450380,3311,309700,718300,740
37,Los Angeles County,2017,2017,6037183701,183701,1.30%,2162848,2790.77,5365.02,1995043,2574,221500,536500,775
37,Los Angeles County,2017,2017,6037183702,183702,1.30%,3387005,4336.75,7148.65,2196094,2812,346900,714900,781
37,Los Angeles County,2017,2017,6037183810,183810,1.30%,2029306,3572.72,7403.28,2175755,3831,281300,740300,568
37,Los Angeles County,2017,2017,6037183820,183820,1.30%,1329694,2865.72,5734.64,1331177,2869,225600,573500,464
37,Los Angeles County,2017,2017,6037185100,185100,1.30%,7698713,4286.59,7592.46,5937340,3306,342900,759200,1796
37,Los Angeles County,2017,2017,6037185202,185202,1.30%,4284997,3978.64,6540.39,2759006,2562,315800,654000,1077
37,Los Angeles County,2017,2017,6037185203,185203,1.30%,2476896,3187.77,6510.58,2581822,3323,251000,651100,777
37,Los Angeles County,2017,2017,6037185204,185204,1.30%,2850833,4155.73,8236.17,2799180,4080,329800,823600,686
37,Los Angeles County,2017,2017,6037185310,185310,1.30%,1861354,2596.03,5593.15,2148931,2997,201200,559300,717
37,Los Angeles County,2017,2017,6037185320,185320,1.30%,1958377,2657.23,5365.53,1996022,2708,202800,536600,737
37,Los Angeles County,2017,2017,6037186100,186100,1.30%,6440508,4015.28,7668.12,5859163,3653,321200,766800,1604
37,Los Angeles County,2017,2017,6037186201,186201,1.30%,2086813,3997.73,7357.65,1753883,3360,319800,735800,522
37,Los Angeles County,2017,2017,6037186202,186202,1.30%,1855005,3710.01,7635.33,1962658,3925,296800,763500,500
37,Los Angeles County,2017,2017,6037186203,186203,1.30%,4450561,4402.14,7864.87,3500827,3463,352200,786500,1011
37,Los Angeles County,2017,2017,6037186301,186301,1.30%,1715603,3872.69,7580.06,1642363,3707,307400,758000,443
37,Los Angeles County,2017,2017,6037186302,186302,1.30%,7120745,4387.40,7691.44,5362469,3304,351000,769100,1623
37,Los Angeles County,2017,2017,6037186401,186401,1.30%,1258362,3185.73,7287.67,1620267,4102,250800,728800,395
37,Los Angeles County,2017,2017,6037186403,186403,1.30%,2340323,3120.43,7376.70,3192204,4256,243800,737700,750
37,Los Angeles County,2017,2017,6037186404,186404,1.30%,1966312,3549.30,6923.49,1869304,3374,281700,692300,554
37,Los Angeles County,2017,2017,6037187101,187101,1.30%,3881195,4173.33,8235.01,3777361,4062,328600,823500,930
37,Los Angeles County,2017,2017,6037187102,187102,1.30%,3945917,4345.72,7656.42,3006109,3311,344900,765600,908
37,Los Angeles County,2017,2017,6037187200,187200,1.30%,2532821,3259.74,7069.53,2960204,3810,256700,707000,777
37,Los Angeles County,2017,2017,6037187300,187300,1.20%,6513947,5900.31,9903.60,4419623,4003,479700,990400,1104
37,Los Angeles County,2017,2017,6037188100,188100,1.30%,4806687,4509.09,8246.93,3984540,3738,355000,824700,1066
37,Los Angeles County,2017,2017,6037188201,188201,1.20%,4241983,6025.54,10638.12,3247250,4613,485900,1063800,704
37,Los Angeles County,2017,2017,6037188300,188300,1.30%,6013945,4280.39,8433.17,5834655,4153,337000,843300,1405
37,Los Angeles County,2017,2017,6037189101,189101,1.20%,3605350,4858.96,10199.00,3962305,5340,391900,1019900,742
37,Los Angeles County,2017,2017,6037189102,189102,1.20%,4361873,6008.09,9949.33,2861342,3941,488500,994900,726
37,Los Angeles County,2017,2017,6037189201,189201,1.30%,1427679,4186.74,11635.26,2539946,7449,329700,1163500,341
37,Los Angeles County,2017,2017,6037190100,190100,1.20%,1428927,5331.82,7272.06,519985,1940,433500,727200,268
37,Los Angeles County,2017,2017,6037190201,190201,1.70%,338417,3418.36,6962.64,350884,3544,204700,696300,99
37,Los Angeles County,2017,2017,6037190301,190301,1.20%,1535110,6165.10,10152.92,992968,3988,497200,1015300,249
37,Los Angeles County,2017,2017,6037190401,190401,1.30%,536081,3550.21,5813.60,341772,2263,284000,581400,151
37,Los Angeles County,2017,2017,6037190510,190510,1.20%,718597,4790.65,10164.39,806061,5374,389500,1016400,150
37,Los Angeles County,2017,2017,6037190520,190520,1.30%,1461559,3907.91,6752.18,1063758,2844,312600,675200,374
37,Los Angeles County,2017,2017,6037190700,190700,1.30%,1392560,4720.54,10375.02,1668071,5654,371700,1037500,295
37,Los Angeles County,2017,2017,6037190801,190801,1.30%,1408816,6233.70,10895.04,1053463,4661,498700,1089500,226
