carrier_id,carrier_name,carrier_location,county,details_url
PSG0025903,Thomas Payne,"Orange, CA",Orange,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0025903' target='_blank'>Read more</a>
PSG0016366,Torres Transportation,"Orange, CA",Orange,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0016366' target='_blank'>Read more</a>
PSG0005611,Transportation Charter Services Inc,"Orange, CA",Orange,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0005611' target='_blank'>Read more</a>
PSG0023039,Usa Shuttle Inc,"Orange, CA",Orange,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0023039' target='_blank'>Read more</a>
PSG0028053,Want Limo Com,"Orange, CA",Orange,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0028053' target='_blank'>Read more</a>
PSG0020007,White Rose Limousine Inc,"Orange, CA",Orange,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0020007' target='_blank'>Read more</a>
PSG0016171,American Limo,"Orangevale, CA",Sacramento,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0016171' target='_blank'>Read more</a>
PSG0001243,Great American Stage,"Orangevale, CA",Sacramento,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0001243' target='_blank'>Read more</a>
PSG0024921,Sacramento Transportation Systems,"Orangevale, CA",Sacramento,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0024921' target='_blank'>Read more</a>
PSG0023176,Fremont Village,"Orinda, CA",Alameda,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0023176' target='_blank'>Read more</a>
PSG0017432,Big Cat Limousine,"Oroville, CA",Butte,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0017432' target='_blank'>Read more</a>
PSG0017585,Exclusive Limousine Service,"Oroville, CA",Butte,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0017585' target='_blank'>Read more</a>
PSG0023731,Amadeus Limousine And Shuttle Inc,"Oxnard, CA",Ventura,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0023731' target='_blank'>Read more</a>
PSG0008581,Citadel Limousine,"Oxnard, CA",Ventura,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0008581' target='_blank'>Read more</a>
PSG0021011,Day/Night Limo Service,"Oxnard, CA",Ventura,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0021011' target='_blank'>Read more</a>
PSG0029730,Diamond Style Limousine,"Oxnard, CA",Ventura,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0029730' target='_blank'>Read more</a>
PSG0026431,Horses Shutter,"Oxnard, CA",Ventura,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0026431' target='_blank'>Read more</a>
PSG0026568,Newman'S Black Car Service,"Oxnard, CA",Ventura,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0026568' target='_blank'>Read more</a>
PSG0025910,Pegasus Transit Inc,"Oxnard, CA",Ventura,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0025910' target='_blank'>Read more</a>
PSG0015947,Roadrunner Shuttle,"Oxnard, CA",Ventura,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0015947' target='_blank'>Read more</a>
PSG0016493,Roadrunner Shuttle,"Oxnard, CA",Ventura,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0016493' target='_blank'>Read more</a>
PSG0019274,Roadrunner Shuttle,"Oxnard, CA",Ventura,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0019274' target='_blank'>Read more</a>
PSG0027773,Steve'S Beach Shuttle,"Oxnard, CA",Ventura,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0027773' target='_blank'>Read more</a>
PSG0028518,Brewery Tours Monterey Bay,"Pacific Grove, CA",Monterey,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0028518' target='_blank'>Read more</a>
PSG0018439,Ccm And E,"Pacific Grove, CA",Monterey,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0018439' target='_blank'>Read more</a>
PSG0028304,Lopez  Richard S,"Pacific Grove, CA",Monterey,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0028304' target='_blank'>Read more</a>
PSG0027655,Dp Limo Service,"Pacific Palisades, CA",Los Angeles,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0027655' target='_blank'>Read more</a>
PSG0022923,Malibu Bay Limo,"Pacific Palisades, CA",Los Angeles,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0022923' target='_blank'>Read more</a>
PSG0028967,Millenium Grand Motoring,"Pacific Palisades, CA",Los Angeles,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0028967' target='_blank'>Read more</a>
PSG0008870,Ginger Limousine Service,"Pacifica, CA",San Mateo,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0008870' target='_blank'>Read more</a>
PSG0021860,Accommodation Transportation,"Pacifica, CA",San Mateo,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0021860' target='_blank'>Read more</a>
PSG0029134,Atlas Executive Transportation,"Pacifica, CA",San Mateo,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0029134' target='_blank'>Read more</a>
PSG0022811,Brahim J Alaoui,"Pacifica, CA",San Mateo,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0022811' target='_blank'>Read more</a>
PSG0010435,Day Star Limousine,"Pacifica, CA",San Mateo,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0010435' target='_blank'>Read more</a>
PSG0018703,Hernadez Eduardo Aguirre,"Pacifica, CA",San Mateo,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0018703' target='_blank'>Read more</a>
PSG0010731,Hometown Limousine Services Co,"Pacifica, CA",San Mateo,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0010731' target='_blank'>Read more</a>
PSG0030088,Jesus R Visperas,"Pacifica, CA",San Mateo,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0030088' target='_blank'>Read more</a>
PSG0029709,Marcus Vinicius Araujo,"Pacifica, CA",San Mateo,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0029709' target='_blank'>Read more</a>
PSG0017359,Pacifica Limousine Corporation,"Pacifica, CA",San Mateo,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0017359' target='_blank'>Read more</a>
PSG0030418,Rana Logistic,"Pacifica, CA",San Mateo,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0030418' target='_blank'>Read more</a>
PSG0011273,Red Roses Limousine Service,"Pacifica, CA",San Mateo,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0011273' target='_blank'>Read more</a>
PSG0018559,Relux Sedan And Limousine,"Pacifica, CA",San Mateo,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0018559' target='_blank'>Read more</a>
PSG0023398,Rhondo Limousine,"Pacifica, CA",San Mateo,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0023398' target='_blank'>Read more</a>
PSG0011987,Ver Limousine,"Pacifica, CA",San Mateo,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0011987' target='_blank'>Read more</a>
PSG0010560,World Class Charter,"Pacifica, CA",San Mateo,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0010560' target='_blank'>Read more</a>
PSG0028052,All La Tours,"Pacoima, CA",Los Angeles,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0028052' target='_blank'>Read more</a>
PSG0022171,J B Limousine,"Pacoima, CA",Los Angeles,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0022171' target='_blank'>Read more</a>
PSG0024483,Martin Transportation Services,"Pacoima, CA",Los Angeles,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0024483' target='_blank'>Read more</a>
PSG0027482,Burgoa Service,"Palm Dale, CA",Los Angeles,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0027482' target='_blank'>Read more</a>
PSG0027368,A1 Limo & Transportation,"Palm Desert, CA",Riverside,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0027368' target='_blank'>Read more</a>
PSG0029041,Ace Transportation Inc,"Palm Desert, CA",Riverside,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0029041' target='_blank'>Read more</a>
PSG0011966,Airport Limousine,"Palm Desert, CA",Riverside,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0011966' target='_blank'>Read more</a>
PSG0022928,Airport Limousine & Transportation,"Palm Desert, CA",Riverside,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0022928' target='_blank'>Read more</a>
PSG0028422,All Desert Transportation,"Palm Desert, CA",Riverside,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0028422' target='_blank'>Read more</a>
PSG0026361,Aye Southern Style Transportation,"Palm Desert, CA",Riverside,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0026361' target='_blank'>Read more</a>
PSG0021325,Big Wheel Tours Llc,"Palm Desert, CA",Riverside,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0021325' target='_blank'>Read more</a>
PSG0006941,Cardiff Limousine,"Palm Desert, CA",Riverside,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0006941' target='_blank'>Read more</a>
PSG0026543,Desert Adventures,"Palm Desert, CA",Riverside,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0026543' target='_blank'>Read more</a>
PSG0012152,Fantasy Balloon Flights,"Palm Desert, CA",Riverside,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0012152' target='_blank'>Read more</a>
PSG0021937,Five Star Adventures Inc,"Palm Desert, CA",Riverside,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0021937' target='_blank'>Read more</a>
PSG0030588,Fun Tours America,"Palm Desert, CA",Riverside,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0030588' target='_blank'>Read more</a>
PSG0010386,Good Life Transportation,"Palm Desert, CA",Riverside,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0010386' target='_blank'>Read more</a>
PSG0030653,Hotbee Transportation Services Llc,"Palm Desert, CA",Riverside,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0030653' target='_blank'>Read more</a>
PSG0013534,Limo 4 U,"Palm Desert, CA",Riverside,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0013534' target='_blank'>Read more</a>
PSG0012606,Pps Luxury Transportation,"Palm Desert, CA",Riverside,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0012606' target='_blank'>Read more</a>
PSG0028805,Professional Southern Style Transportation,"Palm Desert, CA",Riverside,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0028805' target='_blank'>Read more</a>
PSG0025417,Signature Limousine,"Palm Desert, CA",Riverside,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0025417' target='_blank'>Read more</a>
PSG0018136,"""R"" Limo","Palm Springs, CA",Riverside,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0018136' target='_blank'>Read more</a>
PSG0030328,360 Transportation,"Palm Springs, CA",Riverside,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0030328' target='_blank'>Read more</a>
PSG0018113,A And M Limousine,"Palm Springs, CA",Riverside,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0018113' target='_blank'>Read more</a>
PSG0022468,"Agc Enterprises, Llc","Palm Springs, CA",Riverside,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0022468' target='_blank'>Read more</a>
PSG0012143,All Occasions Sedan And Limousine  Of Palm Springs,"Palm Springs, CA",Riverside,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0012143' target='_blank'>Read more</a>
PSG0025749,Am/Pm Shuttle Service,"Palm Springs, CA",Riverside,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0025749' target='_blank'>Read more</a>
PSG0011265,Classic Transportation,"Palm Springs, CA",Riverside,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0011265' target='_blank'>Read more</a>
PSG0017945,Elite Land Tours Inc,"Palm Springs, CA",Riverside,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0017945' target='_blank'>Read more</a>
PSG0027231,Iris Cherry Inc,"Palm Springs, CA",Riverside,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0027231' target='_blank'>Read more</a>
PSG0000192,Lin Lines Inc,"Palm Springs, CA",Riverside,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0000192' target='_blank'>Read more</a>
PSG0028675,Palm Springs Modern Tours,"Palm Springs, CA",Riverside,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0028675' target='_blank'>Read more</a>
PSG0022320,Palm Springs Transportation,"Palm Springs, CA",Riverside,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0022320' target='_blank'>Read more</a>
PSG0016119,Sky Capp Shuttle,"Palm Springs, CA",Riverside,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0016119' target='_blank'>Read more</a>
PSG0022747,Takis Limousine Co,"Palm Springs, CA",Riverside,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0022747' target='_blank'>Read more</a>
PSG0030041,White Pearl Limo,"Palmdale, CA",Los Angeles,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0030041' target='_blank'>Read more</a>
PSG0001348,Antelope Express,"Palmdale, CA",Los Angeles,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0001348' target='_blank'>Read more</a>
PSG0021042,Ben Limousine Service,"Palmdale, CA",Los Angeles,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0021042' target='_blank'>Read more</a>
PSG0026390,Excellence Transportation Service,"Palmdale, CA",Los Angeles,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0026390' target='_blank'>Read more</a>
PSG0026605,Jason Sherwood,"Palmdale, CA",Los Angeles,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0026605' target='_blank'>Read more</a>
PSG0024995,Keith Melvin C,"Palmdale, CA",Los Angeles,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0024995' target='_blank'>Read more</a>
PSG0016875,Moose Transport Service,"Palmdale, CA",Los Angeles,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0016875' target='_blank'>Read more</a>
PSG0028157,Primetime Shuttle,"Palmdale, CA",Los Angeles,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0028157' target='_blank'>Read more</a>
PSG0019921,San Fernando Tours,"Palmdale, CA",Los Angeles,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0019921' target='_blank'>Read more</a>
PSG0027611,Stars Limo,"Palmdale, CA",Los Angeles,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0027611' target='_blank'>Read more</a>
PSG0021156,Supershuttle,"Palmdale, CA",Los Angeles,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0021156' target='_blank'>Read more</a>
PSG0020666,Zippy Shuttle,"Palmdale, CA",Los Angeles,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0020666' target='_blank'>Read more</a>
PSG0030075,Zoe Limousine Service,"Palmdale, CA",Los Angeles,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0030075' target='_blank'>Read more</a>
PSG0022686,A Palo Alto Limousine,"Palo Alto, CA",Santa Clara,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0022686' target='_blank'>Read more</a>
PSG0014636,Alarabi Limousine Services,"Palo Alto, CA",Santa Clara,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0014636' target='_blank'>Read more</a>
PSG0018077,Alta Limousine,"Palo Alto, CA",Santa Clara,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0018077' target='_blank'>Read more</a>
PSG0028637,Carvalho Geraldo Depina,"Palo Alto, CA",San Mateo,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0028637' target='_blank'>Read more</a>
PSG0020651,E Z Limo,"Palo Alto, CA",San Mateo,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0020651' target='_blank'>Read more</a>
PSG0029158,Eagle Legacy,"Palo Alto, CA",Santa Clara,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0029158' target='_blank'>Read more</a>
PSG0015611,Higher Limousines,"Palo Alto, CA",Santa Clara,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0015611' target='_blank'>Read more</a>
PSG0018071,Limousine Drive,"Palo Alto, CA",Santa Clara,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0018071' target='_blank'>Read more</a>
PSG0027129,My Way Limousine And Sedan,"Palo Alto, CA",Santa Clara,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0027129' target='_blank'>Read more</a>
PSG0024789,Palo Alto Commons Lp,"Palo Alto, CA",Santa Clara,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0024789' target='_blank'>Read more</a>
PSG0018556,Wathon Limousine Service,"Palo Alto, CA",Santa Clara,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0018556' target='_blank'>Read more</a>
PSG0024920,First Class Shuttle,"Palo Cedro, CA",Shasta,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0024920' target='_blank'>Read more</a>
PSG0024942,Kevin Hilton Long,"Palo Cedro, CA",Shasta,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0024942' target='_blank'>Read more</a>
PSG0018111,All Town Transport Inc,"Panorama City, CA",Los Angeles,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0018111' target='_blank'>Read more</a>
PSG0007643,Armens Limousine Services,"Panorama City, CA",Los Angeles,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0007643' target='_blank'>Read more</a>
PSG0016354,Beverly Hills Palm Sedan And Limousine Services,"Panorama City, CA",Los Angeles,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0016354' target='_blank'>Read more</a>
PSG0029840,Class One Driving,"Panorama City, CA",Los Angeles,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0029840' target='_blank'>Read more</a>
PSG0023818,Execucar,"Panorama City, CA",Los Angeles,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0023818' target='_blank'>Read more</a>
PSG0030754,Lux Limo,"Panorama City, CA",Los Angeles,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0030754' target='_blank'>Read more</a>
PSG0030547,Mario'S Limo Services,"Panorama City, CA",Los Angeles,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0030547' target='_blank'>Read more</a>
PSG0025002,Mgmg Limousine,"Panorama City, CA",Los Angeles,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0025002' target='_blank'>Read more</a>
PSG0030222,Noho Airport Transportation Inc,"Panorama City, CA",Los Angeles,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0030222' target='_blank'>Read more</a>
PSG0020646,Opcionales Tours,"Panorama City, CA",Los Angeles,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0020646' target='_blank'>Read more</a>
PSG0024785,Prestige Limo Service,"Panorama City, CA",Los Angeles,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0024785' target='_blank'>Read more</a>
PSG0027461,Royal Prince Limousine,"Panorama City, CA",Los Angeles,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0027461' target='_blank'>Read more</a>
PSG0008648,Tims Limousine Company,"Panorama City, CA",Los Angeles,<a href='https://delaps1.cpuc.ca.gov/pls/public_cpuc/f?p=203:37:631587391913201::NO::P37_CARRIER_ID:PSG0008648' target='_blank'>Read more</a>
